SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2011069S20321,2011,15,SA,MM,NOT_NAMED,2011-03-14 15:00:00,DS,-22.5420,-40.5467, , , ,main,75,75,P_____________, ,SL502011,-22.5420,-40.5467, ,LO,30,1001,-3, , , , , , , , , , , , ,1006,175,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,123
2011069S20321,2011,15,SA,MM,NOT_NAMED,2011-03-14 18:00:00,DS,-22.7000,-40.2000,30,1000,atcf,main,113,113,O_____________,atcf,SL502011,-22.7000,-40.2000, ,LO,30,1000,-3, , , , , , , , , , , , ,1005,175,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,122
2011069S20321,2011,15,SA,MM,NOT_NAMED,2011-03-14 21:00:00,DS,-23.1207,-39.5460, , , ,main,197,197,P_____________, ,SL502011,-23.1207,-39.5460, ,LO,30,1000,-3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,125
2011069S20321,2011,15,SA,MM,NOT_NAMED,2011-03-15 00:00:00,DS,-23.6000,-38.8000,30,1000,atcf,main,287,287,O_____________,atcf,SL502011,-23.6000,-38.8000, ,LO,30,1000,-3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,125
2011069S20321,2011,15,SA,MM,NOT_NAMED,2011-03-15 03:00:00,DS,-23.9799,-38.1823, , , ,main,363,363,P_____________, ,SL502011,-23.9799,-38.1823, ,LO,30,1001,-3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,125
2011069S20321,2011,15,SA,MM,NOT_NAMED,2011-03-15 06:00:00,DS,-24.3000,-37.7000,30,1002,atcf,main,424,424,O_____________,atcf,SL502011,-24.3000,-37.7000, ,LO,30,1002,-3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,131
2011069S20321,2011,15,SA,MM,NOT_NAMED,2011-03-15 09:00:00,DS,-24.5871,-37.4196, , , ,main,468,468,P_____________, ,SL502011,-24.5871,-37.4196, ,LO,30,1002,-3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,138
2011069S20321,2011,15,SA,MM,NOT_NAMED,2011-03-15 12:00:00,DS,-24.8000,-37.2000,30,1002,atcf,main,498,498,O_____________,atcf,SL502011,-24.8000,-37.2000, ,LO,30,1002,-3, , , , , , , , , , , , ,1005,125,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,128
2011069S20321,2011,15,SA,MM,NOT_NAMED,2011-03-15 15:00:00,DS,-24.9216,-36.9471, , , ,main,528,528,P_____________, ,SL502011,-24.9216,-36.9471, ,LO,30,1001,-3, , , , , , , , , , , , ,1005,125,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,107
2011069S20321,2011,15,SA,MM,NOT_NAMED,2011-03-15 18:00:00,DS,-25.0000,-36.5000,30,1000,atcf,main,568,568,O_____________,atcf,SL502011,-25.0000,-36.5000, ,LO,30,1000,-3, , , , , , , , , , , , ,1005,125,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,98
2011069S20321,2011,15,SA,MM,NOT_NAMED,2011-03-15 21:00:00,DS,-25.0864,-35.6374, , , ,main,650,650,P_____________, ,SL502011,-25.0864,-35.6374, ,LO,32,999,-3, , , , , , , , , , , , ,1005,137,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,97
2011069S20321,2011,15,SA,MM,NOT_NAMED,2011-03-16 00:00:00,DS,-25.2000,-34.7000,35,998,atcf,main,734,734,O_____________,atcf,SL502011,-25.2000,-34.7000, ,LO,35,998,-3,120,120, , , , , , , , , , ,1005,150,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,102
2011069S20321,2011,15,SA,MM,NOT_NAMED,2011-03-16 03:00:00,DS,-25.3988,-34.0775, , , ,main,798,798,P_____________, ,SL502011,-25.3988,-34.0775, ,LO,37,995,-3,120,120, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,110
2011069S20321,2011,15,SA,MM,NOT_NAMED,2011-03-16 06:00:00,DS,-25.6000,-33.5000,40,993,atcf,main,862,862,O_____________,atcf,SL502011,-25.6000,-33.5000, ,LO,40,993,-3,120,120, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,107
2011069S20321,2011,15,SA,MM,NOT_NAMED,2011-03-16 09:00:00,DS,-25.7599,-32.7730, , , ,main,934,934,P_____________, ,SL502011,-25.7599,-32.7730, ,LO,42,991,-3,120,120, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,98
2011069S20321,2011,15,SA,MM,NOT_NAMED,2011-03-16 12:00:00,DS,-25.8000,-32.0000,45,989,atcf,main,1007,1007,O_____________,atcf,SL502011,-25.8000,-32.0000, ,LO,45,989,-3,120,120, , , , , , , , , , ,1005,150,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,86
2011069S20321,2011,15,SA,MM,NOT_NAMED,2011-03-16 15:00:00,DS,-25.6556,-31.2414, , , ,main,1078,1074,P_____________, ,SL502011,-25.6556,-31.2414, ,LO,45,989,-3,120,120, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,74
2011069S20321,2011,15,SA,MM,NOT_NAMED,2011-03-16 18:00:00,DS,-25.4000,-30.5000,45,989,atcf,main,1133, ,O_____________,atcf,SL502011,-25.4000,-30.5000, ,LO,45,989,-3,120,120, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,69
